smiles,log KOA,
Clc1c(Cl)c(Cl)c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,11.61,
Brc1ccc(-c2ccccc2)cc1,7.22,
Brc1ccc(-c2ccc(Br)cc2)cc1,8.5,
Brc1cccc(-c2cc(Br)ccc2Br)c1,9.13,
Brc1ccc(-c2cc(Br)ccc2Br)cc1,9.21,
Brc1cc(Br)c(-c2ccccc2Br)cc1Br,9.83,
Brc1cc(Br)c(-c2cc(Br)ccc2Br)c(Br)c1,10.46,
Brc1cc(Br)c(-c2cc(Br)c(Br)cc2Br)cc1Br,12,
Brc1ccc2c(c1)Cc1ccccc1-2,8.06,
Fc1c(F)c(F)c2c(F)c(F)c(F)c(F)c2c1F,4.7,
Clc1cccc2ccccc12,5.81,
Clc1ccc2ccccc2c1,5.76,
Clc1ccc2ccccc2c1Cl,6.83,
Clc1ccc(Cl)c2ccccc12,6.78,
Clc1cccc2c(Cl)cccc12,6.65,
Clc1ccc2ccc(Cl)cc2c1,6.7,
Clc1cc2ccccc2c(Cl)c1Cl,7.62,
Clc1cc(Cl)c2ccccc2c1Cl,7.27,
Clc1ccc2c(Cl)cccc2c1Cl,7.45,
Clc1ccc2c(Cl)c(Cl)ccc2c1,7.5,
Clc1ccc2ccc(Cl)c(Cl)c2c1,7.54,
Clc1cc(Cl)c2cccc(Cl)c2c1,7.32,
Clc1ccc(Cl)c2c(Cl)cccc12,7.56,
Clc1ccc2c(Cl)ccc(Cl)c2c1,7.27,
Clc1cc2cccc(Cl)c2cc1Cl,7.54,
Clc1c(Cl)c(Cl)c2ccccc2c1Cl,8.33,
Clc1cc2c(Cl)cccc2c(Cl)c1Cl,8.29,
Clc1ccc2cc(Cl)c(Cl)c(Cl)c2c1,8.35,
Clc1cc2cccc(Cl)c2c(Cl)c1Cl,8.6,
Clc1cc(Cl)c2c(Cl)cccc2c1Cl,8.58,
Clc1ccc2c(Cl)c(Cl)cc(Cl)c2c1,8.08,
Clc1ccc2c(Cl)cc(Cl)c(Cl)c2c1,8.13,
C1=C(c2ccccc2)CCCC1,8.41,
Clc1cc2ccc(Cl)c(Cl)c2cc1Cl,8.34,
Clc1ccc2ccc(Cl)c(Cl)c2c1Cl,8.65,
Clc1cc(Cl)c2cc(Cl)cc(Cl)c2c1,7.9,
Clc1cc(Cl)c2c(Cl)ccc(Cl)c2c1,8.26,
Clc1cc(Cl)c2c(Cl)cc(Cl)cc2c1,8.22,
Clc1ccc(Cl)c2c(Cl)ccc(Cl)c12,8.45,
Clc1cc2c(Cl)ccc(Cl)c2cc1Cl,8.13,
Clc1cc2cc(Cl)c(Cl)cc2cc1Cl,8.4,
Clc1ccc2c(Cl)c(Cl)ccc2c1Cl,8.22,
Clc1cc(Cl)c2ccc(Cl)c(Cl)c2c1,8.08,
Clc1ccc2c(Cl)ccc(Cl)c2c1Cl,8.4,
Clc1c(Cl)c(Cl)c2c(Cl)cccc2c1Cl,9.28,
Clc1ccc2c(Cl)c(Cl)c(Cl)c(Cl)c2c1,8.92,
Clc1cc(Cl)c2cc(Cl)c(Cl)c(Cl)c2c1,8.82,
Clc1cc2c(Cl)ccc(Cl)c2c(Cl)c1Cl,9.1,
Clc1cc2cc(Cl)c(Cl)c(Cl)c2cc1Cl,9.1,
Clc1cc(Cl)c2c(Cl)c(Cl)c(Cl)cc2c1,9.16,
Clc1cc(Cl)c2c(Cl)c(Cl)ccc2c1Cl,9.15,
Clc1cc(Cl)c2c(Cl)cc(Cl)c(Cl)c2c1,8.86,
Clc1cc(Cl)c2c(Cl)ccc(Cl)c2c1Cl,9.18,
Clc1cc2c(Cl)cc(Cl)c(Cl)c2cc1Cl,8.73,
Clc1cc(Cl)c2c(Cl)c(Cl)cc(Cl)c2c1,8.78,
Clc1ccc2c(Cl)cc(Cl)c(Cl)c2c1Cl,9.06,
Clc1ccc2c(Cl)c(Cl)c(Cl)c(Cl)c2c1Cl,10.11,
Clc1cc(Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2c1,9.8,
Clc1c(Cl)c(Cl)c2c(Cl)ccc(Cl)c2c1Cl,10.37,
Clc1cc2c(Cl)c(Cl)c(Cl)c(Cl)c2cc1Cl,9.7,
Clc1cc2c(Cl)c(Cl)c(Cl)cc2c(Cl)c1Cl,9.7,
Clc1cc2c(Cl)c(Cl)cc(Cl)c2c(Cl)c1Cl,9.8,
Clc1cc2c(Cl)cc(Cl)c(Cl)c2c(Cl)c1Cl,9.83,
Clc1cc(Cl)c2c(Cl)c(Cl)cc(Cl)c2c1Cl,9.69,
Clc1cc(Cl)c2c(Cl)cc(Cl)c(Cl)c2c1Cl,9.89,
Clc1cc2c(Cl)c(Cl)c(Cl)c(Cl)c2c(Cl)c1Cl,10.63,
Clc1cc(Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2c1Cl,10.68,
Clc1c(Cl)c(Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2c1Cl,11.48,
Brc1cccc2ccccc12,6.03,
Clc1ccc2c3c(cccc13)-c1ccccc1-2,9.54,
Clc1ccc2c(c1)-c1cccc3cccc-2c13,9.58,
Clc1cc(Cl)c2cccc3c2c1-c1ccccc1-3,10.11,
Clc1ccc2c(c1)-c1cccc3c(Cl)ccc-2c13,10.32,
Clc1ccc2c3c(ccc(Cl)c13)-c1ccccc1-2,10.48,
Clc1ccc2cc3ccccc3cc2c1,8.47,
Clc1c2ccccc2cc2ccccc12,8.47,
Brc1c2ccccc2cc2ccccc12,8.94,
Brc1c2ccccc2c(Br)c2ccccc12,10.05,
Clc1cc2ccccc2c2ccccc12,8.41,
Clc1ccc2cc(Cl)c3ccccc3c2c1,9.24,
Clc1c(Cl)c2ccccc2c2ccccc12,9.3,
Clc1ccc2c(Cl)c(Cl)c3ccccc3c2c1,9.98,
Brc1cc2ccccc2c2ccccc12,8.87,
Clc1c2ccccc2cc2c1ccc1ccccc12,11.34,
Clc1c2ccccc2c(Cl)c2c1ccc1ccccc12,12.05,
Brc1c2ccccc2cc2c1ccc1ccccc12,11.73,
Brc1cccc2c(Br)c3ccc4ccccc4c3cc12,12.62,
Brc1c2ccccc2c(Br)c2c1ccc1ccccc12,12.66,
Brc1cccc2c1ccc1c(Br)c3ccccc3cc12,12.78,
Brc1cc2c(Br)c3ccccc3cc2c2ccccc12,12.83,
Clc1cc2c3ccccc3ccc2c2ccccc12,11.3,
Clc1cc2c3ccccc3c(Cl)cc2c2ccccc12,12.08,
Clc1ccc2ccc3cccc4ccc1c2c34,9.71,
Brc1ccc2ccc3cccc4ccc1c2c34,10.1,
Clc1c2ccccc2c2ccc3cccc4ccc1c2c43,12.76,
Brc1c2ccccc2c2ccc3cccc4ccc1c2c43,12.95,
CO,2.84,
CCO,3.2,
CCCO,3.68,
CCCCO,4.1,
CCCCCO,4.69,
CCCCCCO,5.18,
CCCCCCCO,5.51,
CCCCCCCCO,6.03,
CCCCCCCCCO,6.5,
CCCCCCCCCCO,6.81,
CCCCCCCCCCCO,7.27,
CCCCCCCCCCCCO,7.78,
CCCCCCCCCCCCCO,8.19,
CCCCCCCCCCCCCCO,8.49,
CCCCCCCCCCCCCCCCO,9.9,
CCCCCCCCCCCCCCCCCCO,10.93,
CCCCCCCCCCCCCCCCCCCCO,12.06,
CC(C)CO,3.93,
CCC(C)CO,4.41,
CC(C)CCO,4.52,
CCCCC(CC)CO,5.58,
CC(C)(C)CO,4.06,
CC(CCO)CC(C)(C)C,5.52,
C=CCO,3.66,
CC(C)=CCC[C@@H](C)CCO,6.51,
CC(C)=CCC/C(C)=C/CO,6.43,
C/C=C/C=C/CCCCCCCO,7.28,
CC(C)O,3.41,
CCC(C)O,3.85,
CCCC(C)O,4.29,
CCC(O)CC,4.28,
CC(C)C(C)O,4.3,
CCCCC(C)O,4.73,
CCCC(O)CC,4.54,
CCCCCC(C)O,5.1,
CCCCC(O)CC,5.08,
CCCC(O)CCC,5.08,
CCCCCCC(C)O,5.67,
CCCCC(O)CCC,5.37,
OC1CCCC1,4.57,
OC1CCCCC1,5.18,
CC1CCCCC1O,5.22,
CC1CCC(O)CC1,5.47,
CC1CCC(C(C)C)C(O)C1,6.08,
OC1CCCCCCCCCCC1,7.62,
CC1(C)C2CCC1(C)C(O)C2,5.69,
CC1(C)[C@@H](O)[C@@]2(C)CC[C@@H]1C2,6.06,
C=CC(O)CCCCC,5.13,
CC(C)(C)O,3.5,
CCC(C)(C)O,4.01,
CC(C)C(C)(C)O,4.35,
CC1=CC[C@H](C(C)(C)O)CC1,6.73,
C=C(C)C1CCC(C)(O)C1C,5.88,
C=CC(C)(O)CCC=C(C)C,5.97,
C#CC(C)(C)O,3.89,
OCCO,5.34,
OCCCO,5.59,
OCCCCO,6.65,
OCCCCCO,7.38,
C[C@H](O)[C@@H](C)O,5.3,
CC(O)CCC(C)O,7.25,
CC(O)CO,5.48,
CCC(O)CO,6.02,
CC(O)CCO,6.01,
CCCC(O)C(CC)CO,6.65,
OCC(O)CO,7.63,
OCC(O)C(O)CO,10.25,
OCC(O)C(O)C(O)C(O)CO,14.94,
OCC(O)C(O)C(O)C(O)CO,14.28,
OCC(O)C(O)C(O)C(O)CO,13.99,
OCc1ccccc1,5.78,
OCCc1ccccc1,6.16,
OCCCc1ccccc1,6.79,
OC(c1ccccc1)c1ccccc1,8.46,
Oc1ccccc1,6.06,
Cc1cccc(O)c1,6.28,
Cc1ccc(O)cc1,6.3,
Cc1ccccc1O,6.11,
Cc1cccc(O)c1C,6.87,
Cc1ccc(O)c(C)c1,6.58,
Cc1ccc(C)c(O)c1,6.54,
Cc1cccc(C)c1O,6.11,
Cc1ccc(O)cc1C,6.85,
Cc1cc(C)cc(O)c1,6.81,
CCc1ccccc1O,6.49,
CCc1ccc(O)cc1,6.84,
CCc1cccc(O)c1,6.86,
CCCc1ccc(O)cc1,7.22,
CCCCCCCCCc1ccc(O)cc1,9.73,
Cc1ccc(C(C)C)c(O)c1,7.05,
CCC(C)c1ccccc1O,6.68,
Cc1ccc(C(C)C)cc1O,7.2,
CC(C)(C)c1cccc(O)c1,7.32,
CC(C)(C)c1ccc(O)cc1,7.53,
CC(C)(C)CC(C)(C)c1ccc(O)cc1,8.6,
Oc1ccc2ccccc2c1,8.47,
Oc1ccccc1O,7.69,
Oc1cccc(O)c1,9.24,
Oc1ccc(O)cc1,9.03,
Oc1cc2ccccc2cc1O,10.64,
COC,1.37,
CCOCC,2.19,
CCCOC,2.49,
CCCCOC,2.77,
CCCOCCC,2.97,
CCCCOCC,3.16,
CCCCOCCCC,3.89,
CCCCCOCCCCC,4.8,
CC(C)OC(C)C,2.66,
CC(C)COCC(C)C,3.4,
CC(C)CCOCCC(C)C,4.58,
COC(C)(C)C,2.48,
CCOC(C)(C)C,2.69,
CCC(C)(C)OC,2.98,
C=COCC,1.71,
COCOC,2.39,
COCCOC,3.12,
CCOCOCC,3.29,
CCOCCOCC,3.13,
CCCCOCCOCCCC,5.22,
CCOC(C)OCC,3.14,
CCCCOCCOCCOCCCC,5.79,
COc1ccccc1,4.01,
CCOc1ccccc1,4.12,
COCc1ccccc1,4.29,
c1ccc(Oc2ccccc2)cc1,6.27,
c1ccc(COCc2ccccc2)cc1,6.82,
COc1ccccc1OC,4.93,
CCOc1ccc(C(C)(C)COCc2cccc(Oc3ccccc3)c2)cc1,12.48,
C1CO1,1.82,
C1CCOC1,2.86,
C1CCOCC1,3.22,
CC1CO1,2.36,
C[C@H]1CC[C@@H](C)O1,3.28,
CC1CCC(C)O1,3.41,
CC(C)C12CCC(C)(CC1)O2,5.06,
CC12CCC(CC1)C(C)(C)O2,4.87,
C1=COCCC1,2.07,
C=C(C)[C@@H]1CCC2(C)OC2C1,5.75,
C1COCO1,2.41,
C1COCCO1,3.17,
CC1(C)OCCO1,3.38,
C1OCOCO1,2.55,
CC1OC(C)OC(C)O1,3.09,
CC1OC(C)OC(C)OC(C)O1,2.75,
c1ccoc1,1.95,
Cc1ccco1,2.43,
c1ccc(C2CO2)cc1,4.54,
CC1COCc2cc3c(cc21)C(C)(C)C(C)C3(C)C,8.15,
c1ccc2c(c1)oc1ccccc12,6.59,
c1ccc2c(c1)Oc1ccccc1O2,6.57,
CCCCOCC1CO1,3.44,
C=CCOCC1CO1,3.99,
Cc1ccccc1COC1CC2(C(C)C)CCC1(C)O2,9.12,
CC[C@H]1OC[C@@H](COc2ccc(Oc3ccccc3)cc2)O1,10.35,
C=O,2.03,
CC=O,2.23,
CCC=O,3.02,
CCCC=O,3.39,
CCCCCC=O,4.41,
CCCCCCC=O,4.74,
CCCCCCCC=O,5.36,
CCCCCCCCCC=O,5.32,
C=CC=O,2.6,
CCCC/C=C/C=O,4.55,
CCCCC/C=C/C=O,4.53,
CCCCCC/C=C\C=O,4.41,
CC(C)=CCC/C(C)=C/C=O,5.43,
O=Cc1ccccc1,4.41,
Cc1ccccc1C=O,4.88,
Cc1ccc(C=O)cc1,5,
CC(C)=O,2.36,
CCC(C)=O,2.79,
CCCC(C)=O,3.19,
CCC(=O)CC,3.2,
CCCCC(C)=O,3.68,
CCCCCC(C)=O,4.15,
CCCC(=O)CCC,4.13,
CCCCCCC(C)=O,4.44,
CCCCC(=O)CCCC,4.8,
CCCCCCCC(C)=O,5.03,
CCCCCCCCC(C)=O,5.48,
CCCCCCCCCC(C)=O,5.73,
CC(=O)C(C)C,3.04,
CC(=O)CC(C)C,3.3,
CC(=O)CCC(C)C,3.97,
CC(C)C(=O)C(C)C,3.82,
CC(=O)C(C)(C)C,3.24,
O=C1CCCC1,3.67,
O=C1CCCCC1,3.99,
O=C1CCCCCCCCCCCCCC1,6.59,
CC(=O)C1CC1,3.71,
CC1CCC(=O)CC1,4.52,
CC1CCC(C(C)C)C(=O)C1,5.18,
CC12CCC(CC1=O)C2(C)C,5.21,
C=CC(C)=O,2.95,
CC(C)=C1CC[C@@H](C)CC1=O,5.87,
CC1=CC(=O)CC(C)(C)C1,5.15,
C=C(C)C1CC=C(C)C(=O)C1,5.72,
CC(=O)/C=C/C1=C(C)CCCC1(C)C,6.19,
CC1C(C)(C)C2=C(C(=O)CCC2)C1(C)C,6.43,
CC(=O)C(C)=O,2.92,
CC(=O)CC(C)=O,4.06,
CC(=O)c1ccccc1,4.45,
CC(=O)c1cccc(C)c1,5.6,
CC(=O)c1ccc(C)cc1,5.45,
CCC(=O)c1ccccc1,5.46,
CC(=O)c1cc(C(C)(C)C)cc2c1CCC2(C)C,7.58,
CC(=O)c1cc2c(cc1C)C(C)(C)C(C)C2(C)C,7.76,
CC(=O)c1cc2c(cc1C)C(C)(C)C(C)CC2(C)C,8.24,
CC(=O)c1cc2c(cc1C)C(C)(C)C(C)C2C(C)C,8.18,
Cc1ccc(/C=C2/C(=O)C3(C)CCC2C3(C)C)cc1,8.53,
O=C1c2ccccc2-c2ccccc21,7.93,
O=C1c2ccccc2C(=O)C1C(=O)C(c1ccccc1)c1ccccc1.[Na+],12.29,
O=C1C=CC(=O)C=C1,4.68,
O=C1c2ccccc2C(=O)c2ccccc21,8.28,
O=CO,4.06,
CC(=O)O,4.31,
CCC(=O)O,4.85,
CCCC(=O)O,5.3,
CCCCC(=O)O,5.94,
CCCCCC(=O)O,6.31,
CCCCCCC(=O)O,6.81,
CCCCCCCC(=O)O,7.38,
CCCCCCCCC(=O)O,7.52,
CCCCCCCCCC(=O)O,8.31,
CC(C)C(=O)O,5.21,
CC(C)CC(=O)O,5.46,
CCC(C)C(=O)O,5.24,
CCC(CC)C(=O)O,5.72,
CCCCC(CC)C(=O)O,6.28,
CC(C)(C)C(=O)O,5.29,
C=CC(=O)O,5.01,
C/C=C/C(=O)O,5.28,
C=C(C)C(=O)O,5.65,
C/C=C/C=C/C(=O)O,7.11,
O=C(O)CC(=O)O,8.81,
O=C(O)CCC(=O)O,9.54,
O=C(O)CCCC(=O)O,9.88,
O=C(O)CCCCC(=O)O,10.74,
O=C(O)CCCCCC(=O)O,10.69,
O=C(O)c1ccccc1,7.23,
O=C(O)Cc1cccc2ccccc12,9.33,
COC=O,1.75,
CCOC=O,2.19,
COC(C)=O,2.31,
CCCOC=O,2.66,
CCOC(C)=O,2.7,
CCC(=O)OC,2.9,
CCCC(=O)OC,3.29,
CCCOC(C)=O,3.17,
CCOC(=O)CC,3.15,
CCCCOC(C)=O,3.65,
CCCCC(=O)OC,3.8,
CCCC(=O)OCC,3.56,
CCCCCC(=O)OC,4.22,
CCCCCOC(C)=O,4.12,
CCCOC(=O)CCC,3.79,
CCCCCCOC(C)=O,4.58,
CCCCCOC(=O)CC,4.21,
CCCCCC(=O)OCC,4.42,
CCCCCCCCCC(=O)OC,5.94,
CCCCCCCCCCCC(=O)OC,6.84,
CC(=O)OC(C)C,2.93,
CCC(C)OC(C)=O,3.32,
CCC(=O)OC(C)C,3.16,
CC(=O)OCC(C)C,3.45,
CC(=O)OCCC(C)C,3.94,
CCCCC(CC)COC(C)=O,6.11,
CC(=O)OC(C)(C)C,3.26,
COC(=O)C(C)(C)C,3.55,
O=C1CCCCCCCCCCCCCCCO1,7.31,
C=CC(=O)OC,2.8,
C=COC(C)=O,2.33,
C=CC(=O)OCC,3.12,
C=CCOC(C)=O,3.03,
C=CC(=O)OCCCC,4.05,
CCCCCCCC/C=C/CCCCCCCC(=O)OC,9.59,
C=C(C)C(=O)OC,3.08,
C=C(C)C(=O)OCC,3.34,
C=CC(=O)OCC(C)C,3.71,
C=C(C)C(=O)OCCCC,4.41,
C=C(C)C(=O)OCC(C)C,4.31,
C=CCOC(=O)C(=C)C,4.12,
CCOC(=O)/C=C(C)/C=C/CC(C)CCCC(C)C,9.36,
C#CCOC(=O)/C=C(C)/C=C/CC(C)CCCC(C)C,8.19,
COC(=O)C(=O)OC,3.52,
COC(=O)CC(=O)OC,4.68,
CCOC(=O)C(=O)OCC,4.41,
COC(=O)CCC(=O)OC,4.99,
CCOC(=O)CC(=O)OCC,5.01,
COC(=O)CCCCC(=O)OC,5.87,
CCOC(=O)CCC(=O)OCC,5.69,
CCOC(=O)CCCCC(=O)OCC,6.3,
O=C1CCCCCCCCCCC(=O)OCCO1,7.75,
COC(=O)/C=C\C(=O)OC,4.86,
CC(=O)OCC(COC(C)=O)OC(C)=O,6.42,
COC(=O)c1ccccc1,4.92,
CCOC(=O)c1ccccc1,5.26,
CC(=O)OCc1ccccc1,5.2,
CCCCOC(=O)c1ccccc1,6.25,
CCOC(=O)/C=C/c1ccccc1,6.67,
O=c1ccc2ccccc2o1,6.59,
O=C(OCc1ccccc1)c1ccccc1,7.94,
COC(=O)c1ccc(C(=O)OC)cc1,6.81,
COC(=O)c1ccccc1C(=O)OC,6.8,
CCOC(=O)c1ccccc1C(=O)OCC,7.31,
CCCOC(=O)c1ccccc1C(=O)OCCC,7.9,
CCCCOC(=O)c1ccccc1C(=O)OCCCC,8.66,
CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC,10.43,
CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC,11.2,
CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,10.48,
Cc1cc(C)c(C2=C(OC(=O)CC(C)(C)C)C3(CCCC3)OC2=O)c(C)c1,9.46,
C=CCOC(=O)c1ccccc1C(=O)OCC=C,7.92,
CCCCOC(=O)c1ccccc1C(=O)OCc1ccccc1,9.66,
CCOC(=O)OCC,3.55,
CC1COC(=O)O1,4.81,
O=C(Oc1ccccc1)Oc1ccccc1,6.93,
O=C1OC(=O)c2ccccc21,7.54,
O=C(OOC(=O)c1ccccc1)c1ccccc1,7.55,
CC(=O)Oc1ccccc1C(=O)O,8.19,
COCCO,3.76,
CCOCCO,4.12,
CCCCOCCO,4.84,
CCCCCCOCCO,5.76,
CC(C)OCCO,4.65,
CCCCOCCOCCO,6.81,
CCCCCCOCCOCCO,6.62,
OCCOc1ccccc1,5.86,
COc1ccccc1O,5.26,
COc1cccc(O)c1,6.76,
C=CCc1ccc(O)c(OC)c1,6.48,
COc1cccc(OC)c1O,6.05,
O=Cc1ccccc1O,4.7,
O=Cc1cccc(O)c1,8.02,
O=Cc1ccc(O)cc1,8.75,
COc1cc(C=O)ccc1O,7.37,
CCOc1cc(C=O)ccc1O,7.49,
CC(=O)c1ccccc1O,5.21,
COc1ccc(C(=O)c2ccccc2)c(O)c1,9.06,
O=C1c2ccccc2C(=O)c2c(O)cccc21,9.87,
O=C(O)CO,6.08,
O=C(O)CC(O)C(=O)O,9.9,
O=C(O)c1ccccc1O,7.44,
O=C(O)c1ccc(O)cc1,10.03,
O=C1CC(C(=O)O)CC(=O)C1=C(O)C1CC1,11.24,
C=C(C)C(=O)OCCO,5.3,
O=c1c(C2CCCc3ccccc32)c(O)oc2ccccc12,13.34,
COC(=O)c1ccccc1O,5.86,
COC(=O)c1ccc(O)cc1,8.57,
CCOC(=O)c1ccc(O)cc1,8.9,
CCCOC(=O)c1ccc(O)cc1,9.48,
CCCCOC(=O)c1ccc(O)cc1,9.63,
CC1=C[C@H]2C(=O)O[C@H]3CC(C/C=C(\C)C[C@@H](C)/C=C/C=C4\CO[C@H]([C@@H]1O)[C@@]42O)O[C@@]1(CC[C@H](C)C(C)O1)C3,17.15,
CCC1O[C@]2(CCC1C)C[C@@H]1C[C@@H](C/C=C(\C)CC(C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2,16.13,
CCOC(=O)C1CC(=O)C(=C(O)C2CC2)C(=O)C1,7.92,
CC(=O)CC(c1ccccc1)c1c(O)oc2ccccc2c1=O,10.34,
C=C1C[C@]23C[C@@]1(O)CC[C@H]2[C@@]12C=C[C@H](O)C(C)(C(=O)O1)[C@H]2[C@@H]3C(=O)O,10.32,
COc1ccccc1C=O,5.94,
COc1cccc(C=O)c1,5.64,
COc1ccc(C=O)cc1,6.22,
O=Cc1ccco1,3.96,
Cc1ccc(C=O)o1,4.56,
COC(C)(C)CC(C)=O,4.4,
COc1ccccc1C(C)=O,6.27,
COc1cccc(C(C)=O)c1,6.33,
COc1ccc(C(C)=O)cc1,6.26,
O=C(O)COc1ccc2ccccc2c1,11.17,
CCOCCOC(C)=O,4.43,
COCC(C)OC(C)=O,4.16,
COC(C)(C)CCCC(C)C/C=C/C(C)=C/C(=O)OC(C)C,9.2,
CC1CC(OC(=O)c2ccccc2O)CC(C)(C)C1,8.56,
CCCCC(CC)C/C(=C\c1ccc(OC)cc1)C(=O)[O-],9.7,
CCCCC(CC)COC(=O)C=Cc1ccc(OC)cc1,9.08,
CC(C)=CC1C(C(=O)OCc2cccc(Oc3ccccc3)c2)C1(C)C,11.7,
O=C1CCCCCCCCCCOCCCCO1,7.74,
CC(C)=CC1C(C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,11.19,
CC(=O)C(=O)O,5.16,
CCOC(=O)CC(C)=O,4.36,
CCCCCC1C(=O)CCC1CC(=O)OCCC,8.59,
C=CCC1=C(C)C(OC(=O)C2C(C=C(C)C)C2(C)C)CC1=O,9.94,
OCCF,1.98,
OCC(F)(F)F,3.33,
OCC(F)(F)C(F)(F)F,3.69,
OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,4.54,
OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,5.26,
OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,5.56,
OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,5.71,
OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,6.16,
OCCCl,4.3,
OCCCCl,4.81,
OCC(Cl)Cl,3.14,
OCC(Cl)(Cl)Cl,5.15,
CC(O)C(F)(F)F,3.62,
OC(C(F)(F)F)C(F)(F)F,4.34,
OC(CCl)CCl,4.31,
OC(O)C(Cl)(Cl)Cl,7.65,
OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)C(Cl)(Cl)Cl,11.45,
Oc1ccccc1F,5.46,
Oc1ccc(F)cc1,6.16,
Oc1c(F)c(F)c(F)c(F)c1F,4.42,
Oc1ccccc1Cl,5.4,
Oc1cccc(Cl)c1,7.21,
Oc1ccc(Cl)cc1,7.39,
Cc1cc(Cl)ccc1O,7.02,
Cc1cc(O)ccc1Cl,7.95,
Oc1ccc(Cl)cc1Cl,6.72,
Oc1c(Cl)cccc1Cl,6.03,
Oc1cc(Cl)cc(Cl)c1,8.28,
Oc1cccc(Cl)c1Cl,6.15,
Oc1cc(Cl)cc(Cl)c1Cl,7.33,
Oc1cc(Cl)c(Cl)cc1Cl,6.9,
Oc1c(Cl)cc(Cl)cc1Cl,6.96,
Oc1c(Cl)cc(Cl)c(Cl)c1Cl,8.01,
Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,9.01,
Oc1ccc(Br)cc1,7.67,
Oc1ccccc1I,7.07,
Oc1ccc(I)cc1,8.09,
Oc1cc(Cl)c(Cl)c(Cl)c1O,9.36,
Oc1c(O)c(Cl)c(Cl)c(Cl)c1Cl,9.09,
Oc1ccc(Cl)cc1Cc1cc(Cl)ccc1O,14.33,
CC(C)(c1cc(Br)c(O)c(Br)c1)c1cc(Br)c(O)c(Br)c1,14.83,
FC(F)(F)COCC(F)(F)F,1.88,
ClCCOCCCl,3.5,
FC(F)OC(F)(F)C(F)Cl,2.48,
FC(F)OC(Cl)C(F)(F)F,2.02,
COC(F)(F)C(Cl)Cl,3.03,
CC(CCl)OC(C)CCl,4.3,
COc1ccccc1Cl,5.1,
COc1cccc(Cl)c1,4.92,
COc1ccc(Cl)cc1,4.97,
COc1cccc(Cl)c1Cl,5.06,
COc1ccc(Cl)cc1Cl,4.96,
COc1cc(Cl)ccc1Cl,5,
COc1c(Cl)cccc1Cl,4.55,
COc1ccc(Cl)c(Cl)c1,5.11,
COc1cc(Cl)cc(Cl)c1,4.83,
COc1ccc(Cl)c(Cl)c1Cl,5.61,
OCc1cc(Cl)cc(Cl)c1Cl,5.39,
COc1cc(Cl)c(Cl)cc1Cl,5.43,
COc1c(Cl)cc(Cl)cc1Cl,5.17,
COc1c(Cl)ccc(Cl)c1Cl,5.22,
COc1cc(Cl)c(Cl)c(Cl)c1,5.58,
COc1cc(Cl)c(Cl)c(Cl)c1Cl,5.9,
COc1c(Cl)cc(Cl)c(Cl)c1Cl,6.02,
COc1c(Cl)c(Cl)cc(Cl)c1Cl,5.71,
COc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,6.65,
COc1ccccc1Br,4.7,
COc1cccc(Br)c1,4.43,
COc1ccc(Br)cc1,4.48,
COc1ccc(Br)cc1Br,6.05,
COc1c(Br)cccc1Br,5.37,
COc1ccc(Br)c(Br)c1Br,6.36,
COc1c(Br)ccc(Br)c1Br,6.48,
COc1c(Br)cc(Br)cc1Br,6.21,
COc1c(Br)c(Br)c(Br)c(Br)c1Br,9.01,
BrCC(Br)COc1c(Br)cc(Br)cc1Br,8.77,
COc1ccc(Cl)cc1Br,5.26,
COc1c(Cl)cccc1Br,4.96,
COc1ccc(Br)cc1Cl,5.26,
COc1c(Cl)cc(Cl)cc1Br,5.48,
COc1ccc(Cl)c(Br)c1Cl,5.54,
COc1c(Cl)ccc(Br)c1Cl,5.7,
COc1c(Cl)cc(Br)cc1Cl,5.49,
COc1cc(Cl)c(Br)c(Cl)c1,5.82,
COc1cc(Br)c(Cl)cc1Cl,5.9,
COc1c(Br)ccc(Cl)c1Cl,5.9,
COc1cc(Cl)c(Br)cc1Br,6.18,
