smiles,log KOA,
COc1c(Br)cc(Cl)cc1Br,5.77,
C=CCOc1c(Br)cc(Br)cc1Br,6.8,
Clc1ccccc1Oc1ccccc1,6.42,
Clc1ccc(Oc2ccccc2)cc1,6.84,
Clc1ccc(Oc2ccccc2)c(Cl)c1,7.7,
Clc1cccc(Cl)c1Oc1ccccc1,6.82,
Clc1ccc(Oc2ccccc2)cc1Cl,7.54,
Clc1ccc(Oc2cccc(Cl)c2)cc1,7.75,
Clc1cc(Cl)cc(Oc2ccccc2)c1,7.57,
Clc1ccc(Oc2ccccc2Cl)c(Cl)c1,8.09,
Clc1ccc(Oc2cccc(Cl)c2Cl)cc1,8.72,
Clc1cc(Cl)c(Cl)c(Oc2ccccc2)c1,8.55,
Clc1ccc(Cl)c(Oc2ccccc2)c1Cl,7.4,
Clc1cccc(Oc2ccc(Cl)cc2Cl)c1,8.43,
Clc1ccc(Oc2ccc(Cl)cc2Cl)cc1,7.61,
Clc1cc(Cl)c(Oc2ccccc2)cc1Cl,7.16,
Clc1ccc(Oc2cc(Cl)ccc2Cl)cc1,8.46,
Clc1ccc(Oc2c(Cl)cccc2Cl)cc1,7.49,
Clc1ccc(Oc2ccccc2Cl)cc1Cl,8.59,
Clc1cccc(Oc2ccc(Cl)c(Cl)c2)c1,8.69,
Clc1ccc(Oc2ccc(Cl)c(Cl)c2)cc1,8.71,
Clc1ccc(Oc2cc(Cl)cc(Cl)c2)cc1,8.51,
Clc1ccc(Oc2ccc(Cl)cc2Cl)c(Cl)c1,8.08,
Clc1ccc(Oc2ccc(Cl)c(Cl)c2)c(Cl)c1,8.22,
Clc1ccc(Oc2cc(Cl)c(Cl)cc2Cl)cc1,7.95,
Clc1ccc(Oc2ccc(Cl)c(Cl)c2)cc1Cl,8.7,
Clc1ccc(Oc2ccc(Cl)c(Cl)c2Cl)c(Cl)c1,8.71,
Clc1ccc(Oc2cc(Cl)c(Cl)cc2Cl)c(Cl)c1,8.39,
Clc1ccc(Oc2c(Cl)cc(Cl)cc2Cl)c(Cl)c1,8.14,
Clc1ccc(Cl)c(Oc2cc(Cl)c(Cl)cc2Cl)c1,8.14,
Clc1ccc(Oc2ccc(Cl)c(Cl)c2Cl)cc1Cl,8.89,
Clc1ccc(Oc2cc(Cl)c(Cl)c(Cl)c2)cc1Cl,8.74,
Clc1ccc(Oc2ccc(Cl)c(Cl)c2Cl)c(Cl)c1Cl,9.55,
Clc1cc(Cl)c(Oc2ccc(Cl)c(Cl)c2Cl)cc1Cl,9.14,
Clc1cc(Cl)c(Oc2ccc(Cl)c(Cl)c2Cl)cc1Cl,9.45,
Clc1cc(Cl)c(Oc2ccc(Cl)c(Cl)c2Cl)c(Cl)c1,9.04,
Clc1cc(Cl)c(Oc2cc(Cl)c(Cl)cc2Cl)cc1Cl,8.64,
Clc1cc(Cl)c(Oc2cc(Cl)c(Cl)cc2Cl)c(Cl)c1,8.41,
Clc1cc(Cl)c(Oc2cc(Cl)c(Cl)c(Cl)c2)cc1Cl,8.93,
Clc1cc(Cl)c(Oc2cc(Cl)c(Cl)c(Cl)c2Cl)cc1Cl,9.15,
Clc1cc(Oc2cc(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c(Cl)c1Cl,9.47,
Clc1cc(Oc2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c(Cl)c1Cl,9.81,
Clc1c(Cl)c(Cl)c(Oc2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,8.24,
Brc1ccccc1Oc1ccccc1,7.24,
Brc1cccc(Oc2ccccc2)c1,7.36,
Brc1ccc(Oc2ccccc2)c(Br)c1,8.37,
Brc1ccc(Oc2ccccc2Br)cc1,8.47,
Brc1cccc(Br)c1Oc1ccccc1,8.12,
Brc1ccc(Oc2ccccc2)cc1Br,8.55,
Brc1ccc(Oc2cccc(Br)c2)cc1,8.57,
Brc1ccc(Oc2ccc(Br)cc2)cc1,8.64,
Brc1ccc(Oc2ccccc2Br)c(Br)c1,9.27,
Brc1ccc(Oc2ccccc2)c(Br)c1Br,9.49,
Brc1ccc(Oc2ccc(Br)cc2Br)cc1,9.46,
Brc1cc(Br)c(Oc2ccccc2)c(Br)c1,9.02,
Brc1ccc(Oc2c(Br)cccc2Br)cc1,9.28,
Brc1cccc(Oc2ccc(Br)c(Br)c2)c1,9.61,
Brc1ccc(Oc2ccc(Br)c(Br)c2)cc1,9.68,
Brc1ccc(Oc2ccc(Br)cc2Br)c(Br)c1,10.34,
Brc1ccc(Oc2ccc(Br)c(Br)c2)c(Br)c1,10.58,
Brc1cccc(Oc2c(Br)cc(Br)cc2Br)c1,10.23,
Brc1ccc(Oc2c(Br)cc(Br)cc2Br)cc1,10.13,
Brc1ccc(Oc2ccc(Br)c(Br)c2)cc1Br,10.7,
Brc1cccc(Oc2ccc(Br)c(Br)c2Br)c1Br,11.14,
Brc1ccc(Oc2ccc(Br)c(Br)c2Br)c(Br)c1,11.63,
Brc1ccc(Oc2cc(Br)c(Br)cc2Br)c(Br)c1,11.45,
Brc1ccc(Oc2c(Br)cc(Br)cc2Br)c(Br)c1,11.18,
Brc1cc(Br)c(Oc2ccc(Br)c(Br)c2)c(Br)c1,11.52,
Brc1ccc(Oc2cc(Br)c(Br)c(Br)c2)cc1Br,12,
Brc1cc(Br)c(Oc2cc(Br)c(Br)cc2Br)cc1Br,12.15,
Brc1cc(Br)c(Oc2cc(Br)c(Br)cc2Br)c(Br)c1,11.94,
Brc1ccc(Oc2cc(Br)c(Br)c(Br)c2Br)cc1Br,11.98,
Brc1cc(Br)c(Oc2c(Br)cc(Br)c(Br)c2Br)cc1Br,14.4,
Brc1c(Br)c(Br)c(Oc2c(Br)c(Br)c(Br)c(Br)c2Br)c(Br)c1Br,16.12,
COc1cc(Cl)c(Cl)c(Cl)c1OC,6.84,
COc1c(Cl)c(Cl)c(Cl)c(Cl)c1OC,7.31,
COc1cc(Br)cc(Br)c1Oc1ccc(Br)cc1Br,10.77,
COc1ccc(C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)cc1,10.57,
CC(C)(COCc1cccc(Oc2ccccc2)c1)c1ccc(OC(F)(F)Br)cc1,12.88,
ClCC1CO1,3.21,
ClC1=C(Cl)C2(Cl)C3C4CC(C5OC45)C3C1(Cl)C2(Cl)Cl,9.02,
ClC1=C(Cl)C2(Cl)C3C4CC(C5OC45)C3C1(Cl)C2(Cl)Cl,9.09,
ClC1=C(Cl)C2(Cl)C3C4OC4C(Cl)C3C1(Cl)C2(Cl)Cl,8.62,
ClC1=C(Cl)C2(Cl)C3C4OC4(Cl)C(Cl)C3C1(Cl)C2(Cl)Cl,8.39,
Clc1cc(Cl)cc(C2(CC(Cl)(Cl)Cl)CO2)c1,7.09,
Clc1ccc2oc3ccccc3c2c1,7.67,
Clc1ccc2oc3ccccc3c2c1,7.67,
Clc1cc2oc3ccccc3c2cc1Cl,8.3,
Clc1ccc2c(c1)oc1ccc(Cl)cc12,8.27,
Clc1ccc2oc3ccc(Cl)cc3c2c1,8.36,
Clc1ccc2c(oc3ccccc32)c1Cl,8.33,
Clc1ccc2c(c1)oc1c(Cl)cccc12,8.93,
Clc1cc(Cl)c2oc3c(Cl)cccc3c2c1,8.82,
Clc1ccc2oc3c(Cl)cc(Cl)cc3c2c1,8.82,
Clc1c(Cl)c(Cl)c2c(oc3ccccc32)c1Cl,9.47,
Clc1ccc2c(c1)oc1cc(Cl)c(Cl)c(Cl)c12,9.42,
Clc1cc2oc3ccc(Cl)c(Cl)c3c2cc1Cl,9.78,
Clc1cc(Cl)c2c(c1)oc1c(Cl)cc(Cl)cc12,9.75,
Clc1cc(Cl)c2c(c1)oc1cc(Cl)c(Cl)cc12,9.32,
Clc1cc(Cl)c2c(c1)oc1cc(Cl)cc(Cl)c12,9.82,
Clc1cc2oc3cc(Cl)c(Cl)cc3c2cc1Cl,9.89,
Clc1ccc2c(c1)oc1c(Cl)c(Cl)c(Cl)c(Cl)c12,10.12,
Clc1cc2oc3cc(Cl)c(Cl)c(Cl)c3c2cc1Cl,10.43,
Clc1cc2oc3ccc(Cl)c(Cl)c3c2c(Cl)c1Cl,10.48,
Clc1cc2oc3c(Cl)cc(Cl)c(Cl)c3c2cc1Cl,9.96,
Clc1cc2oc3c(Cl)c(Cl)c(Cl)cc3c2cc1Cl,10.37,
Clc1cc(Cl)c2oc3c(Cl)c(Cl)c(Cl)c(Cl)c3c2c1,10.44,
Clc1cc2oc3c(Cl)c(Cl)c(Cl)c(Cl)c3c2cc1Cl,10.77,
Clc1ccc2oc3c(Cl)c(Cl)c(Cl)c(Cl)c3c2c1Cl,10.95,
Clc1cc2c(oc3cc(Cl)c(Cl)c(Cl)c32)c(Cl)c1Cl,10.78,
Clc1cc2oc3cc(Cl)c(Cl)c(Cl)c3c2c(Cl)c1Cl,10.93,
Clc1cc2c(oc3c(Cl)cc(Cl)c(Cl)c32)c(Cl)c1Cl,10.5,
Clc1cc(Cl)c2oc3c(Cl)cc(Cl)c(Cl)c3c2c1Cl,10.55,
Clc1cc2c(oc3c(Cl)c(Cl)c(Cl)cc32)c(Cl)c1Cl,10.87,
Clc1cc2c(oc3c(Cl)c(Cl)c(Cl)c(Cl)c32)c(Cl)c1Cl,11.17,
Clc1cc(Cl)c2oc3c(Cl)c(Cl)c(Cl)c(Cl)c3c2c1Cl,11.17,
Clc1cc2oc3c(Cl)c(Cl)c(Cl)c(Cl)c3c2c(Cl)c1Cl,11.43,
Clc1c(Cl)c(Cl)c2c(oc3c(Cl)c(Cl)c(Cl)c(Cl)c32)c1Cl,11.9,
Clc1cccc2c1Oc1ccccc1O2,7.86,
Clc1ccc2c(c1)Oc1ccccc1O2,7.56,
O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Li+],8.5,
Clc1ccc2c(c1)Oc1ccc(Cl)cc1O2,8.36,
Clc1ccc2c(c1)Oc1cc(Cl)ccc1O2,8.36,
Clc1cc(Cl)c2c(c1Cl)Oc1ccccc1O2,8.97,
Clc1ccc2c(c1)Oc1cc(Cl)cc(Cl)c1O2,9.63,
Clc1ccc2c(c1)Oc1cc(Cl)c(Cl)cc1O2,9.14,
Clc1c(Cl)c(Cl)c2c(c1Cl)Oc1ccccc1O2,9.7,
Clc1ccc2c(c1)Oc1cc(Cl)c(Cl)c(Cl)c1O2,9.94,
Clc1cc2c(cc1Cl)Oc1c(ccc(Cl)c1Cl)O2,9.96,
Clc1cc(Cl)c2c(c1)Oc1c(Cl)cc(Cl)cc1O2,9.38,
Clc1cc(Cl)c2c(c1)Oc1cc(Cl)c(Cl)cc1O2,9.86,
Clc1cc(Cl)c2c(c1)Oc1cc(Cl)cc(Cl)c1O2,9.93,
Clc1cc2c(cc1Cl)Oc1cc(Cl)c(Cl)cc1O2,10.05,
Clc1ccc2c(c1)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1O2,10.67,
Clc1cc2c(cc1Cl)Oc1c(cc(Cl)c(Cl)c1Cl)O2,10.57,
Clc1cc2c(cc1Cl)Oc1c(Cl)c(Cl)cc(Cl)c1O2,10.24,
Clc1cc2c(cc1Cl)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1O2,11.11,
Clc1cc2c(c(Cl)c1Cl)Oc1cc(Cl)c(Cl)c(Cl)c1O2,10.97,
Clc1cc2c(c(Cl)c1Cl)Oc1c(cc(Cl)c(Cl)c1Cl)O2,11.01,
Clc1cc(Cl)c2c(c1Cl)Oc1c(Cl)cc(Cl)c(Cl)c1O2,10.93,
Clc1cc2c(c(Cl)c1Cl)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1O2,11.42,
Clc1c(Cl)c(Cl)c2c(c1Cl)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1O2,13.31,
O=CC(Cl)(Cl)Cl,3.44,
O=CC1CC2C3C1C1(Cl)C(Cl)(Cl)C3(Cl)C3(Cl)C2C13Cl,9.47,
CC(=O)CF,2.35,
CC(=O)C(F)(F)F,3.51,
O=C1C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl,10.87,
O=C1C(Cl)=C(Cl)C(=O)c2ccccc21,7.72,
O=C1C2CC3C1C1(Cl)C(Cl)C4(Cl)C2C3C1(Cl)C4(Cl)Cl,10.11,
O=C(O)CCl,6.34,
O=C(O)C(Cl)Cl,7.14,
CC(Cl)(Cl)C(=O)O,6.53,
O=C(O)C(Cl)(Cl)Cl,7.36,
O=C(O)CBr,6.69,
COC(=O)C(F)(F)F,1.58,
CCOC(=O)C(F)(F)F,1.56,
CCOC(=O)CCl,3.62,
C=CC(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,4.67,
C=CC(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,5.34,
C=CC(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,5.68,
CC(=O)OC(c1ccc(Cl)c(Cl)c1)C(Cl)(Cl)Cl,9,
O=C1OCc2c(Cl)c(Cl)c(Cl)c(Cl)c21,7.75,
Cc1c(F)c(F)c(COC(=O)C2C(/C=C(\Cl)C(F)(F)F)C2(C)C)c(F)c1F,7.79,
CC1(C)[C@H](C=C(Cl)Cl)[C@H]1C(=O)OCc1c(F)c(F)cc(F)c1F,8.36,
CCCCC(CC)COC(=O)c1cc(Br)c(Br)c(Br)c1Br,10.43,
COC(=O)c1c(Cl)c(Cl)c(C(=O)OC)c(Cl)c1Cl,8.51,
COc1cc(Cl)c(Cl)cc1O,6.94,
COc1c(O)cc(Cl)c(Cl)c1Cl,8.02,
COc1cc(Cl)c(Cl)c(Cl)c1O,6.66,
COc1c(O)c(Cl)c(Cl)c(Cl)c1Cl,8.02,
Oc1ccccc1Oc1ccc(Br)cc1,8.3,
Oc1cc(Oc2ccc(Br)cc2Br)c(Br)cc1Br,10.82,
Oc1cc(Br)cc(Br)c1Oc1ccc(Br)cc1Br,10.83,
Oc1cc(Oc2cc(Br)c(Br)cc2Br)c(Br)cc1Br,11.47,
COc1c(O)c(OC)c(Cl)c(Cl)c1Cl,8.69,
CCOC(=O)C(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,10.44,
CC(C)OC(=O)C(O)(c1ccc(Br)cc1)c1ccc(Br)cc1,11.73,
COC(=O)C1(O)c2ccccc2-c2ccc(Cl)cc21,9.17,
CCC1(CC2(c3cccc(Cl)c3)CO2)C(=O)c2ccccc2C1=O,11.06,
O=C(O)COc1ccc(Cl)cc1,10.11,
Cc1cc(Cl)ccc1OCC(=O)O,10.28,
COc1c(Cl)ccc(Cl)c1C(=O)O,8.83,
O=C(O)COc1ccc(Cl)cc1Cl,10.15,
O=C(O)CCCOc1ccc(Cl)cc1Cl,10.18,
O=C(O)COc1cc(Cl)c(Cl)cc1Cl,9.59,
Cc1cc(Cl)ccc1OC(C)C(=O)O,9.74,
CC(Oc1ccc(Cl)cc1Cl)C(=O)O,10.68,
CC(Oc1ccc(Oc2ccc(Cl)cc2Cl)cc1)C(=O)O,13.75,
CCOC(=O)CCCOc1ccc(Cl)cc1C,9.15,
CCCCC(CC)COC(=O)COc1ccc(Cl)cc1C,9.83,
CC(C)OC(=O)COc1ccc(Cl)cc1Cl,6.21,
CCCCC(CC)COC(=O)COc1ccc(Cl)cc1Cl,9.12,
C/C=C/C1C(C(=O)OCc2c(F)c(F)c(COC)c(F)c2F)C1(C)C,8.54,
CC1(C)[C@@H](C=C(Cl)Cl)[C@H]1C(=O)OCc1cccc(Oc2ccccc2)c1,12.19,
CCCCOCCOC(=O)C(C)Oc1ccc(Cl)cc1C,8.44,
COC(=O)C(C)Oc1ccc(Oc2ccc(Cl)cc2Cl)cc1,9.5,
CN,2.55,
CCN,2.96,
CCCN,3.6,
CCCCN,3.61,
CCCCCN,4.39,
CCCCCCN,4.88,
CCCCCCCN,5.29,
CCCCCCCCN,5.73,
CCCCCCCCCCCCCN,8.24,
CCC(C)N,3.61,
CCCCC(CC)CN,5.19,
NC1CCCCC1,5.13,
C=CCN,3.28,
NCCN,4.49,
CNC,2,
CCNCC,3.42,
CCCNCCC,3.59,
CCCCNCCCC,5.17,
CC(C)NC(C)C,3.68,
CC[C@H](C)[NH2+][C@H](C)CC,4.64,
C1CCNC1,4.07,
C1CCNCC1,4.04,
C=CCNCC=C,4,
C1CNCCN1,3.77,
CN(C)C,2.36,
CCN(CC)CC,3.45,
CCCN(CCC)CCC,4.34,
CN1CCCC1,3.64,
CN1CCCCC1,4.05,
C=CCN(CC=C)CC=C,4.53,
Nc1ccccc1,4.48,
Cc1cccc(N)c1,5.42,
Cc1ccc(N)cc1,5.31,
Cc1ccccc1N,4.66,
CCc1ccccc1N,5.43,
CCc1ccc(N)cc1,5.64,
Cc1cccc(N)c1C,5.77,
Cc1ccc(N)c(C)c1,5.37,
Cc1ccc(C)c(N)c1,5.5,
Cc1cccc(C)c1N,5.54,
Cc1ccc(N)cc1C,5.85,
Cc1cc(C)c(N)cc1C,6.15,
CC(C)c1ccccc1N,5.59,
Nc1cccc2ccccc12,7.42,
Nc1ccc2ccccc2c1,7.59,
Nc1ccccc1N,5.64,
Nc1cccc(N)c1,6.64,
Nc1ccc(-c2ccc(N)cc2)cc1,10.29,
CNc1ccccc1,4.99,
CCNc1ccccc1,5.46,
c1ccc(Nc2ccccc2)cc1,7.64,
CN(C)c1ccccc1,4.78,
Cc1ccc(N(C)C)cc1,5.46,
CN(C)Cc1ccccc1,5,
CCN(CC)c1ccccc1,5.56,
CC(Cc1ccc(C(C)(C)C)cc1)CN1CCCCC1,9.38,
C#N,1.83,
CC#N,2.31,
CCC#N,2.69,
CCCC#N,3.12,
CCCCC#N,3.6,
CCCCCC#N,4.08,
CCCCCCCCC#N,5.11,
CC(C)C#N,2.87,
C=CC#N,2.28,
C=CCC#N,2.95,
C=C(C)C#N,2.6,
N#CCCC#N,5.16,
N#CCCCCC#N,5.64,
N#Cc1ccccc1,4.46,
N#CCc1ccccc1,4.99,
Cc1ccccc1C#N,4.69,
C1=CC=C(C=C1)NN,7.71,
c1ccc(N=Nc2ccccc2)cc1,7.06,
c1cc[nH]c1,3.77,
Cn1cccc1,3.28,
c1ccc2[nH]ccc2c1,6.95,
Cn1ccc2ccccc21,6.76,
c1ccc2c(c1)[nH]c1ccccc12,8.03,
c1ccc2n[nH]nc2c1,5.99,
c1ccncc1,3.91,
Cc1ccccn1,4.3,
Cc1cccnc1,4.57,
Cc1ccncc1,4.7,
CCc1ccccn1,4.76,
CCc1cccnc1,4.92,
CCc1ccncc1,5,
Cc1ccnc(C)c1,5.22,
Cc1ccncc1C,5.38,
Cc1cncc(C)c1,5.22,
Cc1cccc(C)n1,4.94,
Cc1cc(C)nc(C)c1,5.15,
C=Cc1ccncc1,4.67,
c1ccc2ncccc2c1,6.06,
c1ccc2cnccc2c1,6.16,
Cc1ccc2ccccc2n1,6.99,
c1ccc2nc3ccccc3cc2c1,8.35,
c1ccc2c(c1)ccc1ncccc12,8.43,
c1ccc2c(c1)cnc1ccccc12,9.55,
Cc1cnccn1,4.05,
CCc1cnccn1,4.48,
Cc1cnc(C)cn1,4.69,
Cc1cncc(C)n1,3.82,
CCc1ncc(C)nc1CC,5.15,
c1cc(-c2ccncc2)ccn1,7.78,
Cc1ccc(N=CN(C)C=Nc2ccc(C)cc2C)c(C)c1,10.11,
Nc1ccncc1,7.99,
Nc1ncn[nH]1,8.09,
CCCCCCCCc1c(CC)nc2ncnn2c1N,13.73,
Nc1ccc(N=Nc2ccccc2)c(N)n1,14.05,
Cn1cnc2c(N)ncnc21,9.5,
Cc1cc(C)nc(Nc2ccccc2)n1,8.43,
Cc1cc(C2CC2)nc(Nc2ccccc2)n1,9.37,
CC#Cc1cc(C)nc(Nc2ccccc2)n1,9.38,
c1ccc(CNc2ncnc3nc[nH]c23)cc1,12.86,
Nc1nc(N)nc(NC2CC2)n1,10.97,
CC(C)(C#N)N=NC(C)(C)C#N,4.69,
N#Cc1cccnc1,5.08,
N#Cc1ccncc1,4.68,
C/C(=N/Nc1nc(C)cc(C)n1)c1ccccc1C,10.88,
NCCO,6.32,
N#Cc1cccc(O)c1,8.43,
N#Cc1ccc(O)cc1,8.79,
O=C1C=CC(=NNc2ccccc2)C=C1,10.51,
Oc1cccc2cccnc12,6.57,
CCCCc1c(C)[nH]c(NCC)nc1=O,8.83,
CCCCc1c(C)[nH]c(N(C)C)nc1=O,8.81,
COCCN,3.81,
COc1ccccc1N,5.26,
COc1cccc(N)c1,6.07,
COc1ccc(N)cc1,6.22,
C1COCCN1,4.04,
CN1CCOCC1,3.77,
CCCN(CC)CC1COC2(CCC(C(C)(C)C)CC2)O1,8.7,
CC(Cc1ccc(C(C)(C)C)cc1)CN1C[C@H](C)O[C@H](C)C1,8.69,
c1coc(-c2nc3ccccc3[nH]2)c1,11.07,
CCc1nccnc1OC,4.92,
CC(C)(C)c1ccc(CCOc2ncnc3ccccc23)cc1,10.29,
c1cnoc1,2.9,
CCNc1nc(NCC)nc(OC)n1,9.35,
CCNc1nc(NC(C)C)nc(OC)n1,9.87,
CCNc1nc(NC(C)CC)nc(OC)n1,8.99,
COc1nc(NC(C)C)nc(NC(C)C)n1,9.71,
CCNc1nc(NC(C)(C)C)nc(OC)n1,9.35,
Nc1ccc2c(c1)C(=O)c1ccccc1C2=O,11.49,
Nc1cccc2c1C(=O)c1ccccc1C2=O,10.28,
Nc1ccc(N)c2c1C(=O)c1ccccc1C2=O,10.85,
O=Cc1cccnc1,5.26,
O=Cc1ccncc1,5.34,
CC(=O)c1cccnc1,6.22,
CC(=O)c1ccncc1,5.82,
Nc1ccccc1C(=O)O,8.16,
Nc1cccc(C(=O)O)c1,9.89,
Nc1ccc(C(=O)O)cc1,9.46,
COC(=O)[C@@H]1C2CCC(C[C@@H]1OC(=O)c1ccccc1)N2C,10.58,
COC(=O)CC#N,4.17,
Cc1nn(C)c(C(OC(=O)C(C)(C)C)=C(C#N)c2ccc(C(C)(C)C)cc2)c1C,12.24,
CC(=O)Oc1ccc2c3c1O[C@H]1[C@@H](OC(C)=O)C=C[C@H]4[C@@H](C2)N(C)CC[C@]314,11.79,
CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,9.37,
CC(C)(C)[C@@H](O)[C@H](Oc1ccc(-c2ccccc2)cc1)n1cncn1,14.23,
CC(C)(C)[C@@H](O)[C@@H](Oc1ccc(-c2ccccc2)cc1)n1cncn1,12.93,
COc1ccc(C(O)(c2cncnc2)C2CC2)cc1,11.35,
Cc1cc(=O)[nH]o1,7.11,
CO/C=C(/C(=O)OC)c1ccccc1Oc1cc(Oc2ccccc2C#N)ncn1,13.13,
CN(CCCl)CCCl,4.29,
Nc1ccccc1F,4.66,
Nc1ccc(F)cc1,4.77,
Nc1cccc(C(F)(F)F)c1,5.19,
Nc1ccccc1Cl,5.39,
Nc1cccc(Cl)c1,6.01,
Nc1ccc(Cl)cc1,6.02,
Cc1ccc(N)cc1Cl,6.42,
Nc1ccc(Cl)c(Cl)c1,7.05,
N#CCCl,3.19,
N#CC(Cl)(Cl)Cl,2.34,
N#Cc1c(Cl)cccc1Cl,5.71,
N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl,8.11,
Cc1cc(Cl)ccc1N=CN(C)C,7.22,
Cn1c(Br)c(Br)c(Br)c1-c1c(Br)c(Br)c(Br)n1C,11.56,
CCCC(Cn1cncn1)c1ccc(Cl)cc1Cl,9.81,
Clc1cccnc1,4.17,
Clc1ccccn1,4.37,
Clc1cc(Cl)c(Cl)nc1Cl,5.41,
Clc1cccc(C(Cl)(Cl)Cl)n1,6.21,
Brc1cccnc1,4.81,
Clc1cc(Cl)nc(-c2ccccc2)n1,7.32,
Clc1ccccc1-c1nnc(-c2ccccc2Cl)nn1,10.77,
Clc1nc(Cl)nc(Nc2ccccc2Cl)n1,8.41,
CCNc1nc(Cl)nc(NCC)n1,8.81,
CCNc1nc(Cl)nc(NC(C)C)n1,9.08,
CCNc1nc(Cl)nc(NC(C)CC)n1,8.74,
CC(C)Nc1nc(Cl)nc(NC(C)C)n1,9.02,
CCNc1nc(Cl)nc(NC(C)(C)C)n1,8.92,
CC(C)Nc1nc(Cl)nc(NC2CC2)n1,10.12,
CCNc1nc(Cl)nc(NC(C)(C)C#N)n1,9.93,
Cc1ccc2c(c1)[C@H](Nc1nc(N)nc([C@@H](C)F)n1)[C@@H](C)C2,11.18,
Cc1ccc2c(c1)[C@H](Nc1nc(N)nc([C@H](C)F)n1)[C@@H](C)C2,11.63,
N#Cc1c[nH]cc1-c1cccc(Cl)c1Cl,10.37,
CCCCC(C#N)(Cn1cncn1)c1ccc(Cl)cc1,9.51,
N#CC(CCc1ccc(Cl)cc1)(Cn1cncn1)c1ccccc1,10.91,
N#Cc1cc(Br)c(O)c(Br)c1,8.99,
N#Cc1cc(I)c(O)c(I)c1,11.31,
CC(C)(C)[C@@H](O)C(Cc1ccc(Cl)cc1)n1cncn1.CC(C)(C)[C@H](O)C(Cc1ccc(Cl)cc1)n1cncn1,10.85,
CC(C)(C)C(O)C(Cc1ccc(Cl)cc1Cl)n1cncn1,11,
CC(C)(C)C(O)(CCc1ccc(Cl)cc1)Cn1cncn1,11.41,
CCCCC(O)(Cn1cncn1)c1ccc(Cl)cc1Cl,10.79,
CC(C1CC1)C(O)(Cn1cncn1)c1ccc(Cl)cc1,10.32,
CC1(C)CCC(Cc2ccc(Cl)cc2)C1(O)Cn1cncn1,10.57,
CC(C)C1CCC(Cc2ccc(Cl)cc2)C1(O)Cn1cncn1,11.06,
OC(Cn1cncn1)(c1ccc(F)cc1)c1ccccc1F,10.59,
OC(c1ccc(F)cc1)(c1cncnc1)c1ccccc1Cl,9.94,
C=CCOC(Cn1ccnc1)c1ccc(Cl)cc1Cl,10.38,
FC(F)C(F)(F)OCC(Cn1cncn1)c1ccc(Cl)cc1Cl,9.97,
Clc1ccc([C@@]2(Cn3cncn3)C[C@@H](Br)CO2)c(Cl)c1,11.61,
Clc1ccc([C@@]2(Cn3cncn3)C[C@H](Br)CO2)c(Cl)c1,11.07,
Clc1ccc(C2(Cn3cncn3)OCCO2)c(Cl)c1,10.15,
CCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,10.15,
CCC[C@H]1CO[C@](Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,10.87,
CCC[C@@H]1CO[C@](Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,10.75,
CC1COC(Cn2cncn2)(c2ccc(Oc3ccc(Cl)cc3)cc2Cl)O1,13.05,
Fc1ccc(Oc2ccnc3cc(Cl)cc(Cl)c23)cc1,9.37,
FC(F)(F)c1ccc(OCCCOc2c(Cl)cc(OCC=C(Cl)Cl)cc2Cl)nc1,12.64,
CCC(Nc1ncnc(C)c1Cl)c1ccc(OC(F)F)cc1,9.95,
CCOCCc1ccc(OCCNc2ncnc(CC)c2Cl)c(C)c1C,12.4,
CCCOCC(=Nc1ccc(Cl)cc1C(F)(F)F)n1ccnc1,10.9,
N#Cc1c[nH]cc1-c1cccc2c1OC(F)(F)O2,11.61,
NC1=C(Cl)C(=O)c2ccccc2C1=O,9.39,
Cn1cc(-c2ccccc2)c(=O)c(-c2cccc(C(F)(F)F)c2)c1,9.81,
CCCC(=O)Oc1c(Br)cc(C#N)cc1Br,8.62,
CCCCCCC(=O)Oc1c(Br)cc(C#N)cc1Br,9.3,
